,Duration (in seconds),Age,Gender,Residential country,Student?,TPU experience
20169,474,25-29,Man,United States of America,No,2-5 times
20170,337,40-44,Man,Nigeria,Yes,
20171,1129,35-39,Woman,India,No,
20172,910,50-54,Woman,Brazil,No,
20173,468,45-49,Man,Other,Yes,
20174,367,18-21,Woman,India,Yes,
20175,2445778,30-34,Man,Japan,No,2-5 times
20176,408,55-59,Man,United States of America,Yes,
20177,259,30-34,Woman,India,No,
20178,230,45-49,Man,Egypt,Yes,
20179,338,18-21,Woman,India,Yes,
20180,413,45-49,Man,India,No,
20181,251,18-21,Woman,India,Yes,
20182,460,35-39,Man,Pakistan,Yes,
20183,4028,30-34,Woman,India,No,
20184,198,22-24,Man,Tunisia,Yes,
20185,207,18-21,Man,India,No,
20186,850,35-39,Man,United States of America,Yes,
20187,553,25-29,Man,Indonesia,No,
20188,299,18-21,Man,"Iran, Islamic Republic of...",Yes,
20189,713,45-49,Man,India,No,Never
20190,302,25-29,Man,Portugal,Yes,
20191,305,18-21,Man,Russia,Yes,
20192,520,55-59,Man,France,No,
20193,385,25-29,Man,India,No,
20194,350,35-39,Man,Other,No,
20195,1914,30-34,Man,India,No,More than 25 times
20196,646,25-29,Man,Japan,No,
20197,496,30-34,Man,India,No,
20198,455,35-39,Woman,United States of America,No,Never
20199,1456,40-44,Man,South Africa,No,Never
20200,168,22-24,Man,China,Yes,
20201,249,18-21,Man,India,Yes,
20202,485,30-34,Man,Cameroon,Yes,
20203,226,22-24,Man,India,Yes,
20204,139,18-21,Man,United States of America,Yes,
20205,917,35-39,Man,Pakistan,No,
20206,6110,30-34,Woman,United States of America,No,
20207,986,50-54,Woman,Other,No,Never
20208,145,25-29,Man,India,Yes,
20209,426,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
20210,382,30-34,Man,Russia,Yes,
20211,260,18-21,Man,United Arab Emirates,Yes,
20212,207,30-34,Man,India,No,
20213,152,25-29,Man,Pakistan,Yes,
20214,580,18-21,Man,India,Yes,
20215,435,50-54,Man,India,No,
20216,197,18-21,Man,India,Yes,
20217,436,22-24,Man,Tunisia,Yes,
20218,135,18-21,Woman,India,Yes,
20219,2248,55-59,Man,Brazil,No,
20220,786,22-24,Man,Mexico,No,
20221,3438,25-29,Man,Other,Yes,
20222,649,30-34,Man,India,No,
20223,242,18-21,Woman,India,Yes,
20224,300,40-44,Man,Tunisia,Yes,
20225,1899,45-49,Man,Other,No,2-5 times
20226,672,22-24,Man,India,Yes,
20227,5132,35-39,Man,India,Yes,
20228,316,45-49,Man,Ghana,No,
20229,361,22-24,Man,United States of America,No,
20230,280,22-24,Man,Canada,No,
20231,321,22-24,Man,India,No,
20232,496,30-34,Man,India,No,
20233,3020,22-24,Man,India,Yes,
20234,244,22-24,Man,India,Yes,
20235,233,18-21,Man,India,Yes,
20236,223,35-39,Man,Australia,No,
20237,562,50-54,Man,Peru,No,
20238,675,35-39,Man,Peru,Yes,
20239,630,40-44,Man,Bangladesh,Yes,
20240,530,40-44,Woman,Brazil,Yes,
20241,524,25-29,Woman,India,No,
20242,226,18-21,Man,India,Yes,
20243,172,22-24,Man,Brazil,Yes,
20244,269,25-29,Man,Other,No,2-5 times
20245,320,40-44,Man,Nigeria,No,
20246,346,60-69,Woman,Spain,Yes,
20247,907,22-24,Man,Egypt,No,Once
20248,896,55-59,Man,United States of America,No,Once
20249,224,18-21,Man,Brazil,Yes,
20250,205,18-21,Man,Viet Nam,Yes,
20251,720,45-49,Man,Chile,No,
20252,221,18-21,Man,Mexico,Yes,
20253,244,25-29,Man,Germany,Yes,
20254,536,25-29,Man,Brazil,No,
20255,384,25-29,Man,India,No,Never
20256,969,35-39,Woman,Other,No,Never
20257,744,45-49,Man,Other,No,2-5 times
20258,410,35-39,Man,United States of America,No,
20259,461,30-34,Man,Other,No,Never
20260,2978,40-44,Man,India,No,
20261,364,25-29,Woman,Other,Yes,
20262,769,40-44,Man,United States of America,No,Never
20263,270,22-24,Woman,Spain,Yes,
20264,283,35-39,Man,Saudi Arabia,No,
20265,334,25-29,Man,Nigeria,Yes,
20266,641591,40-44,Man,Other,Yes,
20267,218,25-29,Man,India,No,
20268,327,22-24,Man,Pakistan,Yes,
20269,486,18-21,Man,India,Yes,
20270,1487,30-34,Man,Other,No,6-25 times
20271,926,35-39,Man,India,Yes,
20272,588,60-69,Man,South Africa,No,
20273,302,18-21,Man,India,Yes,
20274,213,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
20275,304,35-39,Woman,United States of America,No,
20276,348,18-21,Man,Ukraine,Yes,
20277,256,25-29,Man,China,No,
20278,2097,18-21,Man,India,Yes,
20279,160,22-24,Woman,India,Yes,
20280,942,25-29,Man,India,No,
20281,287,45-49,Man,Other,Yes,
20282,267,18-21,Man,Pakistan,Yes,
20283,357,18-21,Man,United States of America,Yes,
20284,321,35-39,Woman,United States of America,No,
20285,347,70+,Man,India,Yes,
20286,473,25-29,Man,China,No,6-25 times
20287,510,30-34,Woman,Japan,No,Never
20288,420,40-44,Man,Brazil,No,Never
20289,180,22-24,Man,Russia,Yes,
20290,256,18-21,Man,India,Yes,
20291,378,55-59,Man,Brazil,Yes,
20292,250,22-24,Woman,United States of America,No,
20293,264,18-21,Man,India,No,
20294,537,55-59,Man,South Korea,No,
20295,479,18-21,Woman,Viet Nam,Yes,
20296,245,22-24,Man,Nigeria,Yes,
20297,269,30-34,Man,United States of America,No,
20298,158,45-49,Man,India,No,
20299,931,22-24,Man,Pakistan,Yes,
20300,137124,50-54,Woman,Colombia,Yes,
20301,262,25-29,Woman,India,No,
20302,543,45-49,Man,South Korea,No,
20303,663,60-69,Man,Other,No,
20304,960,40-44,Man,Egypt,No,
20305,273,22-24,Man,Canada,Yes,
20306,287,18-21,Man,India,Yes,
20307,187,30-34,Woman,India,No,
20308,1063,55-59,Man,Singapore,No,2-5 times
20309,429,30-34,Man,Russia,No,
20310,12715,25-29,Man,India,No,
20311,628,60-69,Man,Canada,No,2-5 times
20312,12058,60-69,Man,United States of America,No,
20313,143,25-29,Man,Pakistan,Yes,
20314,133,18-21,Woman,India,Yes,
20315,492,22-24,Woman,Zimbabwe,Yes,
20316,220,45-49,Woman,Argentina,No,
20317,518,35-39,Man,Turkey,No,
20318,61786,50-54,Man,United States of America,No,
20319,562,40-44,Man,Brazil,No,Never
20320,531,25-29,Man,Peru,Yes,
20321,302,18-21,Man,India,Yes,
20322,559,25-29,Man,Egypt,No,Never
20323,17457,18-21,Man,China,Yes,
20324,147,18-21,Man,China,Yes,
20325,558,55-59,Man,Brazil,Yes,
20326,430,45-49,Man,Turkey,No,
20327,185,22-24,Man,Australia,Yes,
20328,355,30-34,Man,Japan,Yes,
20329,701,45-49,Man,United Kingdom of Great Britain and Northern Ireland,No,6-25 times
20330,32444,22-24,Man,Russia,Yes,
20331,308,25-29,Woman,United States of America,Yes,
20332,84884,25-29,Man,"Iran, Islamic Republic of...",Yes,
20333,325,22-24,Man,India,Yes,
20334,223,18-21,Woman,India,Yes,
20335,276,35-39,Woman,Other,No,
20336,329,35-39,Man,Argentina,No,
20337,316,18-21,Man,"Iran, Islamic Republic of...",Yes,
20338,292,18-21,Man,Other,Yes,
20339,2480,50-54,Man,Spain,No,Never
20340,258,22-24,Man,United States of America,No,
20341,563,25-29,Man,India,No,
20342,794,45-49,Man,France,No,2-5 times
20343,295,22-24,Man,Pakistan,Yes,
20344,1039,45-49,Man,Tunisia,No,
20345,724,35-39,Woman,Other,No,
20346,342,30-34,Man,Israel,No,
20347,275,18-21,Man,India,Yes,
20348,1008,22-24,Woman,Spain,No,
20349,437,55-59,Man,Argentina,No,
20350,3153,50-54,Man,Taiwan,No,Never
20351,256,18-21,Woman,Other,Yes,
20352,140,18-21,Woman,India,Yes,
20353,357,22-24,Man,India,Yes,
20354,400,18-21,Man,India,No,
20355,194,35-39,Woman,United States of America,No,
20356,1734,60-69,Man,Indonesia,No,Once
20357,1032,40-44,Woman,India,No,Never
20358,236,18-21,Woman,India,Yes,
20359,772,30-34,Man,Nigeria,No,
20360,259,18-21,Man,India,Yes,
20361,125,18-21,Man,India,Yes,
20362,273,40-44,Man,United States of America,Yes,
20363,1073,18-21,Woman,India,Yes,
20364,649,22-24,Man,India,No,
20365,722,18-21,Woman,India,Yes,
20366,597,18-21,Woman,India,No,
20367,297,25-29,Man,France,Yes,
20368,604,25-29,Man,Mexico,No,Never
20369,171,45-49,Woman,United States of America,No,
20370,190,22-24,Woman,Taiwan,Yes,
20371,566,22-24,Woman,Other,Yes,
20372,338,30-34,Woman,United States of America,No,
20373,246,22-24,Prefer not to say,China,Yes,
20374,451,22-24,Woman,India,No,
20375,379,22-24,Man,India,No,
20376,840,22-24,Woman,Other,No,More than 25 times
20377,498,30-34,Woman,India,Yes,
20378,144,25-29,Man,India,No,
20379,205,22-24,Man,Ghana,Yes,
20380,930,30-34,Man,Nigeria,No,
20381,130,22-24,Man,India,Yes,
20382,1986,50-54,Man,South Korea,No,6-25 times
20383,267,22-24,Nonbinary,Japan,Yes,
20384,192,22-24,Woman,China,Yes,
20385,2994,25-29,Man,Tunisia,No,
20386,966,25-29,Man,Egypt,No,
20387,226,30-34,Man,Egypt,No,
20388,225,25-29,Man,Morocco,Yes,
20389,456,18-21,Woman,India,Yes,
20390,1835,60-69,Man,Mexico,No,
20391,345,22-24,Woman,India,Yes,
20392,967,50-54,Man,Saudi Arabia,No,Never
20393,88874,40-44,Man,Japan,No,
20394,1061,22-24,Man,India,Yes,
20395,934,35-39,Man,Argentina,No,2-5 times
20396,487,25-29,Man,Japan,No,Never
20397,433,25-29,Woman,India,No,
20398,599,25-29,Man,India,No,
20399,153,30-34,Man,India,No,
20400,695,45-49,Man,India,No,
20401,219349,30-34,Man,Other,No,
20402,280,22-24,Man,South Korea,Yes,
20403,203,22-24,Woman,India,Yes,
20404,238,22-24,Woman,Other,Yes,
20405,685,40-44,Woman,Portugal,No,
20406,182,18-21,Man,India,Yes,
20407,283,18-21,Man,Kenya,Yes,
20408,672,40-44,Woman,Other,No,
20409,445,22-24,Man,India,Yes,
20410,256,30-34,Woman,Brazil,Yes,
20411,193,30-34,Man,Taiwan,No,
20412,455,45-49,Man,Argentina,No,
20413,1864,22-24,Man,India,No,2-5 times
20414,185,18-21,Woman,India,Yes,
20415,24399,40-44,Man,United Arab Emirates,Yes,
20416,335,22-24,Man,Bangladesh,Yes,
20417,414,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,No,
20418,153,22-24,Man,Nigeria,No,
20419,183,22-24,Man,India,Yes,
20420,460,22-24,Woman,India,Yes,
20421,175,18-21,Man,India,Yes,
20422,324,22-24,Man,India,No,
20423,222,22-24,Man,China,Yes,
20424,412,35-39,Man,India,No,
20425,192,22-24,Man,India,Yes,
20426,639,35-39,Man,Nigeria,No,
20427,1427,22-24,Man,Pakistan,Yes,
20428,1013,60-69,Man,United States of America,No,Never
20429,2802,35-39,Man,"Iran, Islamic Republic of...",Yes,
20430,465,18-21,Man,India,Yes,
20431,259,40-44,Man,United States of America,No,
20432,429,40-44,Woman,India,Yes,
20433,603,25-29,Man,India,No,2-5 times
20434,819,22-24,Man,Cameroon,Yes,
20435,846,55-59,Man,South Korea,No,
20436,326,25-29,Man,Other,No,
20437,615,25-29,Man,United States of America,No,2-5 times
20438,273,22-24,Man,Germany,Yes,
20439,451,18-21,Man,India,Yes,
20440,332,25-29,Man,India,Yes,
20441,177,25-29,Man,India,No,
20442,601,45-49,Man,Other,Yes,
20443,526,50-54,Man,Italy,No,
20444,824,30-34,Man,India,No,
20445,232,18-21,Man,India,Yes,
20446,1496,25-29,Man,Brazil,No,2-5 times
20447,296,22-24,Man,India,Yes,
20448,570,22-24,Man,India,No,Never
20449,189,18-21,Man,Other,Yes,
20450,145,22-24,Man,Bangladesh,Yes,
20451,194,40-44,Man,China,No,
20452,330,35-39,Woman,India,No,
20453,614,50-54,Woman,United States of America,No,Once
20454,655,45-49,Woman,Japan,No,
20455,332,25-29,Man,Russia,No,
20456,304,30-34,Man,India,No,
20457,861,60-69,Man,United States of America,No,Never
20458,418,35-39,Man,Other,Yes,
20459,336,18-21,Man,India,Yes,
20460,1653,22-24,Man,Egypt,Yes,
20461,377,25-29,Man,Other,Yes,
20462,198,18-21,Woman,Russia,Yes,
20463,165,22-24,Woman,India,Yes,
20464,429,25-29,Man,India,No,
20465,234,30-34,Man,Egypt,Yes,
20466,514,30-34,Man,United States of America,No,
20467,507,18-21,Woman,Egypt,Yes,
20468,136,18-21,Prefer not to say,India,Yes,
20469,330,18-21,Man,India,Yes,
20470,469,18-21,Man,United States of America,Yes,
20471,246,22-24,Man,India,Yes,
20472,373,22-24,Woman,Taiwan,Yes,
20473,295,25-29,Man,India,No,
20474,186,22-24,Man,Other,Yes,
20475,173,40-44,Man,United States of America,No,
20476,475,18-21,Man,Other,Yes,
20477,261,22-24,Man,India,No,
20478,249,25-29,Man,Egypt,Yes,
20479,463,25-29,Man,Pakistan,Yes,
20480,433,25-29,Man,India,No,Once
20481,236,18-21,Man,Brazil,Yes,
20482,189,45-49,Man,United States of America,No,
20483,223,35-39,Woman,India,No,
20484,179,18-21,Woman,India,Yes,
20485,216,30-34,Woman,India,Yes,
20486,309,22-24,Man,India,Yes,
20487,726,18-21,Man,India,Yes,
20488,691,25-29,Man,India,No,
20489,615,30-34,Woman,Pakistan,No,
20490,230,30-34,Man,Pakistan,No,
20491,752,22-24,Man,India,Yes,
20492,515,18-21,Woman,India,Yes,
20493,226,45-49,Man,Portugal,Yes,
20494,333,18-21,Woman,Bangladesh,Yes,
20495,4159,30-34,Man,Canada,No,2-5 times
20496,682,25-29,Woman,India,No,Never
20497,396,50-54,Man,Japan,No,
20498,1307,25-29,Man,Kenya,No,
20499,710,35-39,Man,Peru,No,Never
20500,224,18-21,Man,India,Yes,
20501,492,45-49,Man,Chile,Yes,
20502,341,22-24,Man,India,No,
20503,214,18-21,Woman,Nigeria,Yes,
20504,4884,30-34,Man,United Arab Emirates,No,
20505,278,18-21,Woman,India,Yes,
20506,306,18-21,Man,India,Yes,
20507,991,45-49,Woman,Malaysia,No,Once
20508,327,18-21,Woman,Viet Nam,Yes,
20509,328,18-21,Man,India,Yes,
20510,1709,22-24,Man,Mexico,Yes,
20511,278,25-29,Prefer not to say,China,Yes,
20512,174,22-24,Man,India,Yes,
20513,345,25-29,Man,Turkey,No,Never
20514,591,45-49,Man,Japan,No,
20515,329,18-21,Woman,United States of America,Yes,
20516,518,18-21,Woman,Kenya,Yes,
20517,192,18-21,Woman,United States of America,Yes,
20518,357,25-29,Man,Nigeria,Yes,
20519,294,30-34,Man,United States of America,Yes,
20520,660,30-34,Woman,India,No,
20521,410,25-29,Man,India,No,
20522,480,25-29,Man,Nigeria,Yes,
20523,1492,25-29,Man,Bangladesh,No,Once
20524,324,25-29,Man,United States of America,Yes,
20525,254,18-21,Woman,India,Yes,
20526,555,30-34,Man,France,No,
20527,141,40-44,Man,South Korea,No,
20528,520,25-29,Woman,India,No,Never
20529,1145,35-39,Prefer not to say,United States of America,No,Once
20530,10560,25-29,Man,Brazil,No,Never
20531,653,70+,Man,United States of America,No,
20532,222,25-29,Man,Canada,Yes,
20533,1525,50-54,Man,United States of America,No,Once
20534,174,22-24,Woman,Morocco,Yes,
20535,582,25-29,Man,Pakistan,Yes,
20536,250,35-39,Prefer not to say,United States of America,No,
20537,30167,45-49,Man,Other,No,Never
20538,1223,40-44,Man,Japan,No,2-5 times
20539,185,18-21,Prefer not to say,India,Yes,
20540,503,22-24,Man,India,Yes,
20541,416,30-34,Man,Japan,No,
20542,118275,25-29,Woman,Pakistan,Yes,
20543,419,40-44,Man,Turkey,No,
20544,227,22-24,Man,Nigeria,Yes,
20545,187,25-29,Man,Canada,No,
20546,508,25-29,Man,India,No,Never
20547,175,45-49,Man,India,No,
20548,261,18-21,Man,India,Yes,
20549,914,18-21,Man,India,Yes,
20550,575,40-44,Man,Argentina,No,
20551,910,25-29,Man,Other,Yes,
20552,869,45-49,Woman,Mexico,No,
20553,245,18-21,Man,India,Yes,
20554,331,45-49,Man,Mexico,No,
20555,847,35-39,Man,Other,No,2-5 times
20556,216,45-49,Man,Brazil,Yes,
20557,629,30-34,Man,India,No,Never
20558,649,55-59,Man,Japan,No,
20559,216,18-21,Man,India,Yes,
20560,2169,30-34,Man,India,No,Once
20561,229,40-44,Woman,Turkey,No,
20562,529,35-39,Woman,Poland,No,
20563,165,55-59,Man,Mexico,No,
20564,594,40-44,Man,United States of America,No,
20565,923,50-54,Man,United States of America,No,2-5 times
20566,204,18-21,Man,India,Yes,
20567,305,22-24,Man,India,Yes,
20568,439,40-44,Man,Turkey,Yes,
20569,737,22-24,Man,Turkey,Yes,
20570,696,25-29,Woman,India,No,Once
20571,553,30-34,Man,India,No,Never
20572,125,30-34,Man,United States of America,No,
20573,332,25-29,Man,Pakistan,Yes,
20574,492,22-24,Man,Other,Yes,
20575,585,22-24,Man,India,No,
20576,249,18-21,Woman,India,Yes,
20577,279,25-29,Man,India,Yes,
20578,1249,55-59,Prefer not to say,India,No,Never
20579,249,22-24,Man,China,Yes,
20580,585,40-44,Man,India,No,Never
20581,471,40-44,Woman,Brazil,Yes,
20582,370,25-29,Man,Other,Yes,
20583,582,40-44,Man,Other,Yes,
20584,592,25-29,Woman,Turkey,No,2-5 times
20585,233,22-24,Man,Brazil,Yes,
20586,297,30-34,Man,Nigeria,Yes,
20587,391,30-34,Man,India,No,
20588,146,18-21,Man,Malaysia,Yes,
20589,9880,45-49,Man,Singapore,No,Never
20590,1908,22-24,Man,Other,No,Once
20591,250,18-21,Man,India,Yes,
20592,701,40-44,Man,India,No,Never
20593,496,55-59,Man,United States of America,No,
20594,235,18-21,Man,India,No,
20595,535,35-39,Man,Other,No,Never
20596,770,25-29,Man,India,Yes,
20597,261,18-21,Man,Mexico,Yes,
20598,690,25-29,Man,India,No,2-5 times
20599,1856,25-29,Man,Kenya,Yes,
20600,167,55-59,Man,United States of America,No,
20601,175,22-24,Man,Russia,Yes,
20602,220,50-54,Woman,United States of America,No,
20603,476,40-44,Man,India,No,
20604,121,25-29,Man,United States of America,Yes,
20605,585,50-54,Woman,Ukraine,No,
20606,1272,25-29,Man,China,Yes,
20607,304,22-24,Woman,Russia,Yes,
20608,557,35-39,Man,Other,No,2-5 times
20609,781,25-29,Man,India,No,
20610,581,25-29,Man,Kenya,No,Never
20611,215,30-34,Man,Italy,Yes,
20612,211,22-24,Woman,India,Yes,
20613,291,18-21,Man,India,Yes,
20614,569,45-49,Man,United States of America,No,Once
20615,143,18-21,Man,India,Yes,
20616,360,25-29,Woman,India,Yes,
20617,434,25-29,Woman,Indonesia,Yes,
20618,278,18-21,Man,Other,Yes,
20619,166,18-21,Man,Thailand,Yes,
20620,278,18-21,Man,India,Yes,
20621,801,35-39,Man,India,No,2-5 times
20622,897,45-49,Man,United States of America,No,Never
20623,230,30-34,Man,Brazil,Yes,
20624,415,35-39,Man,India,No,
20625,316,35-39,Man,Other,Yes,
20626,407172,18-21,Woman,India,Yes,
20627,451,18-21,Man,Pakistan,Yes,
20628,466,35-39,Man,United States of America,Yes,
20629,101674,25-29,Man,China,No,Never
20630,274,18-21,Man,India,Yes,
20631,209,25-29,Man,United States of America,Yes,
20632,152,22-24,Woman,Bangladesh,Yes,
20633,1622,60-69,Man,South Korea,No,2-5 times
20634,382,25-29,Man,India,No,
20635,513,30-34,Man,India,No,
20636,280,60-69,Man,Japan,Yes,
20637,313,22-24,Man,United States of America,Yes,
20638,339,25-29,Man,Netherlands,No,2-5 times
20639,481,18-21,Man,Turkey,Yes,
20640,811,50-54,Man,India,No,Never
20641,652,22-24,Man,United States of America,No,Once
20642,175,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
20643,256,25-29,Man,India,Yes,
20644,402,22-24,Woman,Kenya,Yes,
20645,831,35-39,Man,United States of America,No,Never
20646,300,22-24,Man,India,Yes,
20647,251,18-21,Woman,Other,Yes,
20648,897,45-49,Man,Brazil,No,Once
20649,474,50-54,Woman,United States of America,No,
20650,230,40-44,Man,Hong Kong (S.A.R.),Yes,
20651,436,22-24,Man,Chile,Yes,
20652,175,18-21,Man,India,No,
20653,765,25-29,Man,India,No,
20654,704,35-39,Man,Kenya,Yes,
20655,386,22-24,Man,India,No,
20656,283,30-34,Prefer not to say,Canada,Yes,
20657,1082,25-29,Man,Peru,No,Never
20658,870,70+,Man,United States of America,No,
20659,891,25-29,Man,India,No,Never
20660,296,18-21,Woman,South Korea,Yes,
20661,365,18-21,Man,India,No,
20662,615,30-34,Man,Other,Yes,
20663,283,30-34,Man,United States of America,Yes,
20664,168,45-49,Prefer not to say,United States of America,No,
20665,234,30-34,Man,Nigeria,Yes,
20666,600,22-24,Man,India,Yes,
20667,296,45-49,Man,India,No,
20668,1225,35-39,Woman,Mexico,Yes,
20669,574,25-29,Man,India,No,2-5 times
20670,394,18-21,Man,Algeria,Yes,
20671,223,18-21,Man,United States of America,Yes,
20672,435,35-39,Man,United States of America,No,Never
20673,365,35-39,Man,Spain,Yes,
20674,277,25-29,Man,India,Yes,
20675,646,30-34,Man,Cameroon,Yes,
20676,6164,18-21,Woman,Pakistan,Yes,
20677,294,45-49,Woman,United States of America,No,
20678,256,25-29,Man,South Korea,Yes,
20679,250,30-34,Man,India,No,
20680,321,18-21,Woman,India,Yes,
20681,453,22-24,Woman,Viet Nam,Yes,
20682,187,40-44,Woman,United States of America,No,
20683,552,22-24,Man,Thailand,No,
20684,6416,22-24,Man,United States of America,Yes,
20685,1827,45-49,Man,Nigeria,Yes,
20686,537,18-21,Man,India,Yes,
20687,489,25-29,Man,Saudi Arabia,Yes,
20688,205,18-21,Man,India,Yes,
20689,153,18-21,Man,Viet Nam,Yes,
20690,271,22-24,Woman,India,Yes,
20691,148,25-29,Man,Turkey,Yes,
20692,1501,25-29,Man,India,No,
20693,768,35-39,Man,India,No,Never
20694,603,60-69,Man,United States of America,No,Never
20695,786,22-24,Woman,India,No,
20696,129,18-21,Man,India,Yes,
20697,24167,50-54,Woman,United States of America,No,
20698,429,22-24,Man,India,Yes,
20699,350,55-59,Man,Japan,No,
20700,313,18-21,Man,India,Yes,
20701,332,18-21,Woman,Indonesia,Yes,
20702,846,18-21,Man,China,Yes,
20703,69715,25-29,Man,United States of America,No,2-5 times
20704,306,45-49,Man,United States of America,No,
20705,380,35-39,Man,United States of America,No,Never
20706,1102,40-44,Man,Turkey,No,Never
20707,415,35-39,Woman,Thailand,No,
20708,949,25-29,Man,Pakistan,Yes,
20709,317,25-29,Man,United States of America,Yes,
20710,11343,35-39,Man,Japan,No,Once
20711,258,22-24,Man,Bangladesh,Yes,
20712,525,22-24,Man,India,No,
20713,1509,45-49,Man,India,No,
20714,2071,50-54,Man,Other,No,
20715,357,18-21,Woman,Egypt,Yes,
20716,329,30-34,Man,India,Yes,
20717,536,18-21,Man,India,Yes,
20718,528,22-24,Man,India,No,
20719,152,18-21,Woman,China,Yes,
20720,16449,18-21,Man,Russia,Yes,
20721,1542,18-21,Man,India,Yes,
20722,520,22-24,Woman,Pakistan,Yes,
20723,500,30-34,Man,United States of America,No,Never
20724,423,18-21,Man,India,Yes,
20725,292,25-29,Woman,India,Yes,
20726,1083,30-34,Man,China,No,Never
20727,170,18-21,Woman,Taiwan,Yes,
20728,515,30-34,Man,Japan,No,
20729,196,30-34,Man,Indonesia,No,
20730,195,40-44,Man,Canada,No,
20731,294,18-21,Man,India,Yes,
20732,3555,40-44,Man,Mexico,No,
20733,275,30-34,Woman,India,No,
20734,189,22-24,Man,United States of America,Yes,
20735,380,40-44,Man,Ukraine,No,
20736,392,25-29,Woman,Other,Yes,
20737,480,22-24,Man,India,No,
20738,125,25-29,Man,Pakistan,No,
20739,513,30-34,Man,Kenya,No,
20740,454,25-29,Man,Pakistan,Yes,
20741,233,35-39,Man,Spain,No,
20742,636,25-29,Man,United States of America,No,Never
20743,264,25-29,Man,India,No,
20744,645,25-29,Man,United States of America,No,More than 25 times
20745,330,18-21,Man,Egypt,Yes,
20746,220,22-24,Woman,India,Yes,
20747,1087,35-39,Woman,"Iran, Islamic Republic of...",No,6-25 times
20748,665,25-29,Man,Other,No,Never
20749,258,18-21,Woman,India,Yes,
20750,436,25-29,Man,France,Yes,
20751,334,22-24,Man,United States of America,Yes,
20752,308,18-21,Man,India,Yes,
20753,802,60-69,Man,Italy,No,Never
20754,230,18-21,Man,India,Yes,
20755,309,25-29,Man,India,Yes,
20756,1076,55-59,Man,United States of America,No,2-5 times
20757,1133,40-44,Man,United States of America,No,Never
20758,713,30-34,Man,United States of America,No,Never
20759,302,35-39,Man,Netherlands,No,
20760,792,25-29,Man,Czech Republic,Yes,
20761,6382,30-34,Man,United States of America,No,Never
20762,320,35-39,Man,Saudi Arabia,Yes,
20763,189,22-24,Man,India,No,
20764,275,25-29,Man,Portugal,Yes,
20765,634,25-29,Man,China,No,Never
20766,1148,22-24,Man,United States of America,Yes,
20767,591,22-24,Man,India,No,Never
20768,451,30-34,Man,France,No,Never
20769,582,30-34,Woman,India,No,Once
20770,537,30-34,Man,Nigeria,Yes,
20771,279,25-29,Man,India,No,
20772,191,18-21,Man,India,Yes,
20773,127,55-59,Woman,United States of America,No,
20774,281,18-21,Man,India,Yes,
20775,706,55-59,Man,Chile,No,
20776,999,25-29,Man,Nigeria,Yes,
20777,249,22-24,Woman,India,Yes,
20778,926,35-39,Man,Israel,No,Never
20779,261,18-21,Man,India,Yes,
20780,1834,25-29,Woman,India,No,
20781,243,22-24,Man,Egypt,Yes,
20782,435,40-44,Man,Saudi Arabia,No,Never
20783,696,25-29,Man,Nigeria,Yes,
20784,636,35-39,Man,Other,No,
20785,217,25-29,Woman,Nigeria,Yes,
20786,120,18-21,Man,India,Yes,
20787,2472,45-49,Woman,Egypt,No,
20788,364,35-39,Man,United States of America,Yes,
20789,1156,25-29,Man,Nigeria,Yes,
20790,471,22-24,Man,Nigeria,Yes,
20791,529,25-29,Man,India,No,Once
20792,709,25-29,Man,India,No,2-5 times
20793,532,50-54,Man,Netherlands,No,
20794,2793,18-21,Woman,India,Yes,
20795,262,30-34,Man,United States of America,No,
20796,961,35-39,Woman,United States of America,Yes,
20797,384,18-21,Man,India,Yes,
20798,762,25-29,Man,Italy,No,Never
20799,689,18-21,Man,India,Yes,
20800,337,18-21,Man,Kenya,Yes,
20801,743,25-29,Man,India,No,Never
20802,175,18-21,Woman,India,Yes,
20803,260,18-21,Man,Ecuador,Yes,
20804,23117,35-39,Man,Other,Yes,
20805,315,22-24,Woman,India,No,
20806,1285,35-39,Woman,"Iran, Islamic Republic of...",No,
20807,784,30-34,Woman,Other,No,
20808,674,22-24,Man,India,No,Once
20809,418,25-29,Woman,India,No,
20810,426,22-24,Man,India,No,Never
20811,234,22-24,Man,India,Yes,
20812,188,35-39,Man,Canada,Yes,
20813,220,25-29,Man,India,Yes,
20814,293,18-21,Man,India,Yes,
20815,755,25-29,Man,Thailand,Yes,
20816,272,18-21,Man,China,Yes,
20817,957,25-29,Woman,Peru,Yes,
20818,259,45-49,Man,Ukraine,No,
20819,678,18-21,Man,India,Yes,
20820,257,18-21,Man,India,Yes,
20821,271,35-39,Man,India,Yes,
20822,194,35-39,Woman,United States of America,No,
20823,339,30-34,Woman,India,Yes,
20824,262,50-54,Woman,United States of America,No,
20825,344,25-29,Woman,Israel,Yes,
20826,552,70+,Man,United States of America,No,
20827,434,22-24,Woman,Kenya,Yes,
20828,427010,40-44,Man,Turkey,No,Never
20829,506,22-24,Woman,United States of America,No,
20830,438,25-29,Man,Nigeria,Yes,
20831,519,45-49,Woman,"Iran, Islamic Republic of...",Yes,
20832,447,30-34,Man,United States of America,Yes,
